2.5199e-05,6.6091e-05,0.00014105,0.00023359,0.00032502,0.0004022,0.00045955,0.00049821,0.00052414,0.00054605,0.00057392,0.00061827,0.00069038,0.00080335,0.00097377,0.001224,0.0015851,0.0021014,0.0028356,0.0038778,0.0053588,0.007472,0.010502,0.014813,0.021089,0.030174,0.043781,0.065006,0.099571,0.15827,0.26164,0.44792,0.78251,1.3559,2.2316,3.2895,3.9934,3.4231,2.1528,1.053,0.41576,0.13628,0.038106,0.0094597,0.0022695,0.00062661,0.00023906,0.00012187,7.1187e-05,4.3708e-05,2.7459e-05,1.7527e-05,1.1341e-05,7.4264e-06,4.9128e-06,3.276e-06,2.1961e-06,1.4752e-06,9.8878e-07,6.5784e-07,4.313e-07,2.7577e-07,1.6916e-07,9.6679e-08,4.8408e-08,1.7717e-08,3.9921e-10
6.6091e-05,0.00017334,0.00036988,0.00061219,0.00085026,0.0010479,0.001188,0.0012705,0.0013081,0.0013202,0.0013285,0.0013536,0.0014141,0.0015273,0.001712,0.0019911,0.0023966,0.0029739,0.0037882,0.0049336,0.0065467,0.0088304,0.012083,0.016678,0.023338,0.032934,0.047261,0.069556,0.10579,0.16721,0.27515,0.4693,0.81741,1.4129,2.3208,3.4155,4.1408,3.5456,2.2278,1.0889,0.42965,0.14076,0.039341,0.0097629,0.0023415,0.00064633,0.00024653,0.00012566,7.3387e-05,4.5053e-05,2.8301e-05,1.8063e-05,1.1687e-05,7.6522e-06,5.0619e-06,3.3753e-06,2.2626e-06,1.5198e-06,1.0186e-06,6.7768e-07,4.443e-07,2.8408e-07,1.7425e-07,9.9587e-08,4.9863e-08,1.825e-08,4.1121e-10
0.00014429,0.00037838,0.0008106,0.0013366,0.0018452,0.0022594,0.0025433,0.0026968,0.002745,0.0027268,0.0026849,0.0026586,0.0026799,0.002775,0.002967,0.003282,0.0037544,0.004433,0.0053881,0.0067204,0.0085773,0.011181,0.014869,0.019925,0.027045,0.037274,0.05247,0.075966,0.11381,0.17721,0.28719,0.48256,0.82929,1.4177,2.3092,3.3765,4.0721,3.4707,2.175,1.0613,0.41836,0.13701,0.038322,0.0095442,0.0023143,0.00065419,0.00025679,0.0001334,7.8728e-05,4.8671e-05,3.0748e-05,1.9724e-05,1.2821e-05,8.4333e-06,5.6041e-06,3.7551e-06,2.5309e-06,1.7107e-06,1.1554e-06,7.7598e-07,5.1497e-07,3.3462e-07,2.0988e-07,1.2389e-07,6.5207e-08,2.5963e-08,5.8498e-10
0.00024571,0.00064394,0.0013761,0.0022761,0.0031589,0.0038899,0.0044008,0.0046826,0.0047709,0.0047277,0.0046238,0.0045255,0.0044861,0.0045454,0.0047347,0.0050843,0.0056316,0.0064287,0.0075501,0.0091024,0.011248,0.014245,0.018281,0.023772,0.031411,0.042341,0.058517,0.083333,0.12274,0.18739,0.29687,0.48688,0.81775,1.3713,2.2003,3.1801,3.7989,3.2104,2.0029,0.97475,0.38365,0.12559,0.035185,0.0088208,0.00218,0.00064065,0.0002626,0.0001401,8.3829e-05,5.2285e-05,3.3264e-05,2.147e-05,1.4036e-05,9.283e-06,6.2028e-06,4.1803e-06,2.8354e-06,1.9304e-06,1.3148e-06,8.9206e-07,5.9945e-07,3.9568e-07,2.5321e-07,1.5343e-07,8.3618e-08,3.4867e-08,7.8543e-10
0.00035223,0.00092145,0.0019605,0.0032617,0.0045739,0.0056993,0.0065227,0.0070114,0.0072001,0.0071691,0.0070192,0.0068492,0.0067402,0.0067519,0.0069269,0.007301,0.0079139,0.0088183,0.010088,0.01183,0.014229,0.017426,0.021712,0.027541,0.035664,0.047329,0.064608,0.090913,0.1319,0.19719,0.30391,0.48288,0.78584,1.282,2.0123,2.8583,3.3647,2.8068,1.7395,0.84329,0.33119,0.10837,0.03043,0.0076983,0.0019513,0.00060157,0.00025878,0.00014187,8.6019e-05,5.4088e-05,3.463e-05,2.2476e-05,1.4768e-05,9.8144e-06,6.5896e-06,4.4632e-06,3.0436e-06,2.0846e-06,1.4295e-06,9.7748e-07,6.629e-07,4.4231e-07,2.8668e-07,1.7634e-07,9.7768e-08,4.1529e-08,9.3486e-10
0.00044981,0.001172,0.0024812,0.0041544,0.0058957,0.0074507,0.0086508,0.0094243,0.0097887,0.00983,0.0096737,0.0094518,0.0092778,0.0092355,0.0093823,0.0097604,0.01041,0.01138,0.012733,0.014568,0.01701,0.020272,0.024677,0.030744,0.039331,0.051833,0.070454,0.098567,0.14132,0.20685,0.30908,0.4728,0.73956,1.1641,1.7739,2.4598,2.834,2.3218,1.4258,0.68759,0.26926,0.08804,0.024797,0.0063471,0.0016596,0.00054007,0.00024401,0.0001372,8.4163e-05,5.329e-05,3.4302e-05,2.2367e-05,1.4759e-05,9.8487e-06,6.6392e-06,4.5154e-06,3.0926e-06,2.128e-06,1.4667e-06,1.0087e-06,6.8837e-07,4.6253e-07,3.021e-07,1.8736e-07,1.0474e-07,4.4823e-08,1.0075e-09
0.00053124,0.0013733,0.0028911,0.0048679,0.0069888,0.0089594,0.01056,0.011672,0.012278,0.012455,0.012342,0.012099,0.011872,0.011772,0.011873,0.012224,0.012864,0.013832,0.015159,0.016906,0.01927,0.022484,0.026927,0.033224,0.042397,0.056039,0.076488,0.10699,0.15192,0.21754,0.3141,0.45997,0.6864,1.0337,1.5169,2.0369,2.2755,1.8218,1.1054,0.52939,0.20651,0.067463,0.019076,0.0049559,0.0013453,0.0004646,0.00022031,0.00012678,7.8568e-05,5.0049e-05,3.2366e-05,2.1191e-05,1.4035e-05,9.399e-06,6.3582e-06,4.3394e-06,2.9827e-06,2.0602e-06,1.4257e-06,9.8459e-07,6.75e-07,4.5573e-07,2.9914e-07,1.8645e-07,1.0472e-07,4.4997e-08,1.0084e-09
0.00059617,0.0015204,0.0031772,0.0053703,0.0077878,0.010115,0.012093,0.013553,0.014436,0.014794,0.014766,0.014531,0.014263,0.0141,0.014133,0.014418,0.014994,0.01588,0.017022,0.018621,0.02085,0.023992,0.028522,0.035232,0.045377,0.060802,0.083952,0.11777,0.16555,0.2313,0.32137,0.44807,0.6335,0.90548,1.2685,1.6339,1.7445,1.3615,0.81387,0.38629,0.14995,0.048934,0.013909,0.0036833,0.0010462,0.00038539,0.00019158,0.0001126,7.0429e-05,4.5111e-05,2.9299e-05,1.9255e-05,1.2797e-05,8.5981e-06,5.835e-06,3.9949e-06,2.7547e-06,1.9088e-06,1.3253e-06,9.184e-07,6.3184e-07,4.2814e-07,2.8207e-07,1.7645e-07,9.9456e-08,4.2875e-08,9.5607e-10
0.00064986,0.0016219,0.0033541,0.0056761,0.0082935,0.010889,0.013178,0.01495,0.016102,0.016651,0.016725,0.016512,0.016209,0.015975,0.015917,0.016101,0.016564,0.017316,0.01826,0.019691,0.021813,0.024991,0.029858,0.037455,0.049369,0.067728,0.094979,0.13347,0.18499,0.25086,0.33359,0.44039,0.58626,0.78939,1.0464,1.2794,1.2897,0.97557,0.57243,0.26866,0.10365,0.033788,0.0096745,0.0026265,0.00078795,0.00031116,0.00016188,9.7011e-05,6.1197e-05,3.9402e-05,2.5697e-05,1.6949e-05,1.1303e-05,7.6185e-06,5.186e-06,3.5611e-06,2.4627e-06,1.7114e-06,1.1917e-06,8.2824e-07,5.7148e-07,3.8838e-07,2.5664e-07,1.6102e-07,9.1042e-08,3.9373e-08,8.7116e-10
0.00070157,0.0016962,0.0034556,0.0058338,0.0085603,0.011327,0.013836,0.015849,0.01722,0.017933,0.018096,0.0179,0.017556,0.017242,0.01708,0.017142,0.017471,0.018085,0.018909,0.020262,0.022437,0.025958,0.031708,0.041115,0.056211,0.079403,0.11286,0.15787,0.21404,0.27958,0.35347,0.43926,0.54753,0.68995,0.85789,0.98377,0.92695,0.6755,0.38753,0.1794,0.068702,0.02238,0.0064751,0.0018168,0.00058204,0.00024733,0.00013435,8.1947e-05,5.2105e-05,3.3717e-05,2.2079e-05,1.4616e-05,9.7799e-06,6.6125e-06,4.5146e-06,3.109e-06,2.1559e-06,1.5022e-06,1.0487e-06,7.3069e-07,5.0542e-07,3.4432e-07,2.2807e-07,1.4345e-07,8.1309e-08,3.5255e-08,7.7151e-10
